zipcode,DealerName,Address,Link,city,state,county_name,Latitude,Longitude,IV_link
41101,Bill Cole Nissan,"2701 WINCHESTER AVENUE, ASHLAND, KY 41101",http://www.billcolenissan.com,Ashland,KY,Boyd County,NA,NA,http://www.billcolenissan.com/new-inventory/
41501,Walters Nissan,"30 WALTERS LN, PIKEVILLE, KY 41501",http://www.waltersnissan.com,Pikeville,KY,Pike County,NA,NA,http://waltersnissan.com/inventory/view/New/
42001,Nissan Of Paducah,"3164 PARK AVE, PADUCAH, KY 42001",http://www.nissanofpaducah.com,Paducah,KY,McCracken County,NA,NA,http://nissanofpaducah.com/VehicleSearchResults?search=new
42104,Jim Johnson Nissan,"2200 SCOTTSVILLE RD, BOWLING GREEN, KY 42104",http://www.jimjohnsonnissan.com/,Bowling Green,KY,Warren County,NA,NA,http://www.jimjohnsonnissan.com/new-inventory/index.htm
42141,Goodman Chev-Cad-Nissan,"1003 HAPPY VALLEY RD, GLASGOW, KY 42141",http://www.goodmannissan.com/,Glasgow,KY,Barren County,NA,NA,http://www.goodmannissan.com/new-inventory/
42240,Garland Nissan,"2507 FORT CAMPBELL BLVD, HOPKINSVILLE, KY 42240",http://www.garlandnissan.com/,Hopkinsville,KY,Christian County,NA,NA,http://www.garlandnissan.com/new-inventory/index.htm
42301,Don Moore Nissan,"4216 FREDERICA ST, OWENSBORO, KY 42301",http://www.donmoorenissan.net,Owensboro,KY,Daviess County,NA,NA,http://www.donmoorenissan.com/VehicleSearchResults?search=new
42431,Madisonville Ford-Nissan,"1801 LANTAFF BLVD, MADISONVILLE, KY 42431",http://www.madisonvillenissan.com,Madisonville,KY,Hopkins County,NA,NA,http://www.madisonvillenissan.com/inventory/view/New/
42501,Don Marshall Nissan,"1147 S. HWY 27, SOMERSET, KY 42501",http://www.donmarshallnissan.com,Somerset,KY,Pulaski County,NA,NA,http://www.donmarshallnissan.com/new-inventory/index.htm
42701,Swope Nissan,"1100 NORTH DIXIE HWY, ELIZABETHTOWN, KY 42701",http://www.swopenissan.com/,Elizabethtown,KY,Hardin County,NA,NA,http://www.swopenissan.com/inventory/newsearch/New/
42728,Franklin Nissan,"705 JAMESTOWN ST, COLUMBIA, KY 42728",http://www.franklinnissanky.com,Columbia,KY,Adair County,NA,NA,http://www.franklinnissanky.com/VehicleSearchResults?search=new
43026,Buckeye Nissan,"3820 PARKWAY LN, HILLIARD, OH 43026",http://www.buckeyenissan.com/,Hilliard,OH,Franklin County,NA,NA,http://www.buckeyenissan.com/VehicleSearchResults?search=new
43055,Coughlin Nissan,"1475 MOUNT VERNON RD, NEWARK, OH 43055",http://coughlinnissan.com/,Newark,OH,Licking County,NA,NA,http://www.coughlinnissan.com/searchnew.aspx
43085,Nissan/North,"8645 NORTH HIGH ST, WORTHINGTON, OH 43085",http://www.nissanofcolumbus.com/,Columbus,OH,Franklin County,NA,NA,http://www.nissanofcolumbus.com/new-inventory/index.htm
43130,Taylor Buick-Nissan,"2480 N MEMORIAL DR, LANCASTER, OH 43130",http://www.taylornissan.com/,Lancaster,OH,Fairfield County,NA,NA,http://www.taylornissan.com/new-inventory/index.htm
43227,Ricart Nissan,"4255 S HAMILTON RD, COLUMBUS, OH 43227",http://www.ricartnissan.com/,Columbus,OH,Franklin County,NA,NA,http://www.ricartnissan.com/new-inventory/index.htm
43230,Germain Nissan,"4300 MORSE RD, COLUMBUS, OH 43230",http://www.germainnissan.com/,Columbus,OH,Franklin County,NA,NA,http://www.germainnissan.com/new-cars-columbus-oh
43402,Thayer Nissan,"18039 N DIXIE HWY, BOWLING GREEN, OH 43402",http://thayernissan.com,Bowling Green,OH,Wood County,NA,NA,http://www.thayernissan.com/search/New+t
43615,Yark Nissan,"5957 W CENTRAL AVE, TOLEDO, OH 43615",http://www.yarknissan.com/,Toledo,OH,Lucas County,NA,NA,http://www.yarknissan.com/new-inventory/index.htm
43701,Dutro Nissan,"131 S 5TH ST, ZANESVILLE, OH 43701",http://dutrosnissan.net/,Zanesville,OH,Muskingum County,NA,NA,http://dutrosnissan.com/inventory/view/New/
44054,I-90 Nissan,"5013 DETROIT ROAD, SHEFFIELD VILLAGE, OH 44054",http://www.bignissani90.com,Sheffield Lake,OH,Lorain County,NA,NA,http://www.bignissani90.com/searchnew.aspx
44060,Mentor Nissan,"6960 CENTER STREET, MENTOR, OH 44060",http://www.mentornissan.com,Mentor,OH,Lake County,NA,NA,http://mentornissan.com//autoinventory/search/newinventory
44070,Nissan Of North Olmsted,"28500 LORAIN RD, NORTH OLMSTED, OH 44070",http://www.bignissannortholmsted.com,North Olmsted,OH,Cuyahoga County,NA,NA,http://www.bignissannortholmsted.com/searchnew.aspx
44124,Ganley Nissan,"6060 MAYFIELD RD, MAYFIELD HEIGHTS, OH 44124",http://www.ganleynissan.com/,Cleveland,OH,Cuyahoga County,NA,NA,http://www.ganleynissan.com/new-inventory/
44135,Airport Nissan,"13930 BROOKPARK ROAD, CLEVELAND, OH 44135",http://www.nissanofmiddleburgheights.com,Cleveland,OH,Cuyahoga County,NA,NA,http://nissanofmiddleburgheights.com/VehicleSearchResults?search=new
44146,Bedford Nissan,"18115 ROCKSIDE RD, BEDFORD, OH 44146",http://www.bedfordnissan.com/,Bedford,OH,Cuyahoga County,NA,NA,http://bedfordnissan.com//autoinventory/search/newinventory
44221,Ron Marhofer Nissan,"247 HOWE AVENUE, CUYAHOGA FALLS, OH 44221",http://www.ronmarhofernissan.com/,Cuyahoga Falls,OH,Summit County,NA,NA,http://www.ronmarhofernissan.com/VehicleSearchResults?search=new
44241,Nissan Of Streetsboro,"885 CLASSIC DR, STREETSBORO, OH 44241",http://nissanofstreetsboro.com,Streetsboro,OH,Portage County,NA,NA,http://www.nissanofstreetsboro.com/inventory/view/New/
44256,Ken Ganley Nissan,"5180 MONTVILLE DR, MEDINA, OH 44256",http://www.kenganleynissan.com/,Medina,OH,Medina County,NA,NA,http://www.kenganleynissan.com/commercial-new-inventory/index.htm
44312,Fred Martin Nissan,"3388 S ARLINGTON RD, AKRON, OH 44312",http://www.fredmartinnissan.com/,Akron,OH,Summit County,NA,NA,http://www.fredmartinnissan.com/new-inventory/index.htm
44483,Sims Buick-Gmc-Nissan,"3140 ELM RD NE, WARREN, OH 44483",http://simsnissan.com/,Warren,OH,Trumbull County,NA,NA,http://www.simsnissan.com/VehicleSearchResults?search=new
44512,Boardman Nissan,"7809 MARKET ST, BOARDMAN, OH 44512",http://www.boardmannissan.com/,Youngstown,OH,Mahoning County,NA,NA,http://www.boardmannissan.com/new-cars-boardman-oh
44622,Parkway Nissan,"877 COMMERCIAL PARKWAY, DOVER, OH 44622",http://www.parkwaynissanindover.com,Dover,OH,Tuscarawas County,NA,NA,http://www.parkwaynissanindover.com/inventory/view/New/
44646,Waikem Nissan,"4325 LINCOLN WAY E, MASSILLON, OH 44646",http://www.waikemnissan.com/,Massillon,OH,Stark County,NA,NA,http://www.waikemnissan.com/search/new/tp/
44906,Nissan Of Mansfield,"1455 PARK AVENUE WEST, MANSFIELD, OH 44906",http://www.nissanofmansfield.com,Mansfield,OH,Richland County,NA,NA,http://www.nissanofmansfield.com/new-cars/
45014,Jeff Wyler Nissan Fairfield,"5829 DIXIE HWY, FAIRFIELD, OH 45014",http://jeffwylerfairfieldnissan.com/,Fairfield,OH,Butler County,NA,NA,http://jeffwylerfairfieldnissan.com/inventory/newsearch/New/
45103,Jeff Wyler Nissan,"1117 STATE ROUTE 32, BATAVIA, OH 45103",http://jeffwylereastgatenissan.com/,Batavia,OH,Clermont County,NA,NA,http://jeffwylereastgatenissan.com/inventory/newsearch/New/
45246,Busam Motor Sales,"1501 E KEMPER RD, CINCINNATI, OH 45246",http://www.busamnissan.com/,Cincinnati,OH,Hamilton County,NA,NA,http://www.busamnissan.com/new-inventory/index.htm
45249,Jeff Wyler Kings Nissan,"9819 KINGS AUTO MALL RD, CINCINNATI, OH 45249",http://jeffwylerkingsnissan.com,Cincinnati,OH,Hamilton County,NA,NA,http://jeffwylerkingsnissan.com/inventory/newsearch/New/
45251,Clay Cooley Nissan,"8680 COLERAIN AVE, CINCINNATI, OH 45251",http://www.claycooleynissanofcincinnati.com/index.htm,Cincinnati,OH,Hamilton County,NA,NA,http://www.claycooleynissanofcincinnati.com/new-inventory/index.htm
45377,Beau Townsend Nissan,"1050 W NATIONAL RD, VANDALIA, OH 45377",http://www.beautownsendnissan.net,Vandalia,OH,Montgomery County,NA,NA,http://www.btnissan.com/new-inventory/index.htm
45434,Jeff Schmitt Nissan,"725 ALPHA RD, BEAVERCREEK, OH 45434",http://jeffschmittnissan.net/,Dayton,OH,Greene County,NA,NA,http://www.jeffschmittnissan.net/inventory/newsearch/New/
45459,Matt Castrucci Nissan,"3013 MALL PARK DR, DAYTON, OH 45459",http://www.mattcastruccinissan.com,Dayton,OH,Montgomery County,NA,NA,http://www.mattcastruccinissan.com/new-cars-dayton-oh
45601,Nourse Nissan,"423 N BRIDGE ST, CHILLICOTHE, OH 45601",http://nissan.noursefamily.com/,Chillicothe,OH,Ross County,NA,NA,http://nissan.noursefamily.com/New-Inventory.aspx
45701,Taylor Motors,"250 COLUMBUS RD, ATHENS, OH 45701",http://www.taylor-team.com/,Athens,OH,Athens County,NA,NA,http://www.taylor-team.com/new-inventory/index.htm
45805,Reineke Nissan,"1350 N CABLE ROAD, LIMA, OH 45805",http://www.reinekenissan.com,Lima,OH,Allen County,NA,NA,http://www.reinekenissan.com/new-inventory/index.htm
45840,Warner Nissan,"1070 BRIGHT RD, FINDLAY, OH 45840",http://www.warnernissan.com,Findlay,OH,Hancock County,NA,NA,http://www.warnernissan.com/new.php
46013,Ed Martin Nissan Of Anderson,"5400 SCATTERFIELD ROAD, ANDERSON, IN 46013",http://www.edmartinnissanofanderson.com,Anderson,IN,Madison County,NA,NA,http://www.edmartinnissanofanderson.com/inventory/new-vehicles
46038,Ed Martin Nissan Of Fishers,"13397 BRITTON PARK ROAD, FISHERS, IN 46038",http://www.edmartinnissanoffishers.com/,Fishers,IN,Hamilton County,NA,NA,http://www.edmartinnissanoffishers.com/inventory/new-vehicles
46123,Andy Mohr Avon Nissan,"8867 E US HIGHWAY 36, AVON, IN 46123",http://www.andymohravonnissan.com,Avon,IN,Hendricks County,NA,NA,http://www.andymohravonnissan.com/new-vehicles/
46219,Ed Martin Nissan,"802 N SHADELAND AVE, INDIANAPOLIS, IN 46219",http://www.edmartinnissan.com/,Indianapolis,IN,Marion County,NA,NA,http://www.edmartinnissan.com/inventory/new-vehicles
46227,Hubler Nissan,"8435 US HIGHWAY 31 SOUTH, INDIANAPOLIS, IN 46227",http://www.hublernissan.com/,Indianapolis,IN,Marion County,NA,NA,http://www.hublernissan.com/new-inventory
46240,Tom Wood Nissan,"4150 E 96TH ST, INDIANAPOLIS, IN 46240",http://www.tomwoodnissan.com/,Indianapolis,IN,Marion County,NA,NA,http://www.tomwoodnissan.com/new-inventory/index.htm
46254,Andy Mohr Nissan,"4302 LAFAYETTE RD, INDIANAPOLIS, IN 46254",http://www.andymohr-nissan.com,Indianapolis,IN,Marion County,NA,NA,http://www.andymohr-nissan.com/new-vehicles/
46304,Bob Rohrman Nissan Of Chesterton In Burn,"220 VERPLANK RD, BURNS HARBOR, IN 46304",http://www.chestertonnissan.com,Chesterton,IN,Porter County,NA,NA,http://www.chestertonnissan.com/new-cars-chesterton-in
46375,Napleton Nissan,"1301 INDIANAPOLIS BLVD, SCHERERVILLE, IN 46375",http://www.scherervillenissan.com/,Schererville,IN,Lake County,NA,NA,http://www.scherervillenissan.com/search/new/tp/
46410,Southlake Nissan,"4201 E LINCOLN HWY, MERRILLVILLE, IN 46410",http://www.southlakenissan.com/,Merrillville,IN,Lake County,NA,NA,http://southlakenissan.com/Inventory
46514,Tom Naquin Chevrolet-Nissan,"2500 W LEXINGTON AVE, ELKHART, IN 46514",http://www.tomnaquinnissan.com,Elkhart,IN,Elkhart County,NA,NA,http://tomnaquinnissan.com/new-inventory/index.htm
46545,Gurley-Leep Nissan,"5210 N GRAPE ROAD, MISHAWAKA, IN 46545",http://www.gurleyleepnissan.com/,Mishawaka,IN,St. Joseph County,NA,NA,http://www.gurleyleepnissan.com/new-inventory/index.htm
46582,Sorg Nissan,"2845 N DETROIT ST, WARSAW, IN 46582",http://www.sorgnissan.com/,Warsaw,IN,Kosciusko County,NA,NA,http://www.sorgnissan.com/new-nissan-warsaw-in
46808,Fort Wayne Nissan,"4909 LIMA RD, FORT WAYNE, IN 46808",http://www.fortwaynenissan.com/,Fort Wayne,IN,Allen County,NA,NA,http://www.fortwaynenissan.com/new-cars-fort-wayne-in
47129,Coyle Nissan,"1400 LEISURE WAY, CLARKSVILLE, IN 47129",http://www.coylenissan.com,Clarksville,IN,Clark County,NA,NA,http://www.coylenissan.com/new-vehicles/
47374,Premier Nissan Of Richmond,"5601 NATIONAL ROAD EAST, RICHMOND, IN 47374",http://www.premiernissanofrichmond.com,Richmond,IN,Wayne County,NA,NA,http://www.premiernissanofrichmond.com/new-inventory/index.htm
47401,Community Nissan Of Bloomington,"2200 SOUTH WALNUT STREET, BLOOMINGTON, IN 47401",http://www.communitynissan.net,Bloomington,IN,Monroe County,NA,NA,http://www.communitynissan.net/new-inventory/index.htm
47591,Memering Motorplex,"1949 HART ST, VINCENNES, IN 47591",http://www.memeringnissan.com,Vincennes,IN,Knox County,NA,NA,http://www.memeringnissan.com/new-cars/for-sale/nissan/versa
47715,D-Patrick Nissan,"4200 E DIVISION STREET, EVANSVILLE, IN 47715",http://nissan.dpat.com,Evansville,IN,Vanderburgh County,NA,NA,http://nissan.dpat.com/VehicleSearchResults?search=new
47801,Dorsett Nissan,"105 WEST MAYFAIR DRIVE, TERRE HAUTE, IN 47801",http://www.dorsettnissan.com,Terre Haute,IN,Vigo County,NA,NA,http://www.dorsettnissan.com/new.php#VehiclesForSale
47905,Kendrick Nissan,"1 N CREASY LN, LAFAYETTE, IN 47905",http://www.kendrickauto.com/,Lafayette,IN,Tippecanoe County,NA,NA,http://www.kendrickauto.com/new-inventory/index.htm
48034,Tamaroff Nissan,"28585 TELEGRAPH RD, SOUTHFIELD, MI 48034",http://www.tamaroffnissan.com/,Southfield,MI,Oakland County,NA,NA,http://www.tamaroffnissan.com/new-inventory/
48066,Jeffrey Automotive Group,"30800 GRATIOT AVE, ROSEVILLE, MI 48066",http://www.jeffreynissan.com/,Roseville,MI,Macomb County,NA,NA,http://jeffreynissan.com/new-inventory
48084,Suburban Nissan Of Troy,"1800 MAPLELAWN DR, TROY, MI 48084",http://www.suburbannissanoftroy.com/,Troy,MI,Oakland County,NA,NA,http://www.suburbannissanoftroy.com/new-inventory/index.htm
48106,Ann Arbor Nissan,"3975 JACKSON ROAD, ANN ARBOR, MI 48106",http://www.annarbornissan.net,Ann Arbor,MI,Washtenaw County,NA,NA,http://www.annarbornissan.net/searchnew.aspx
48124,All Pro Nissan Of Dearborn,"24501 MICHIGAN AVENUE, DEARBORN, MI 48124",http://www.allpronissanofdearborn.com/,Dearborn,MI,Wayne County,NA,NA,http://www.allpronissanofdearborn.com/searchnew.aspx
48161,Gerweck Nissan,"15407 S MONROE ST, MONROE, MI 48161",http://www.gerwecknissan.com/,Monroe,MI,Monroe County,NA,NA,http://www.gerwecknissan.com/new-inventory
48188,Dick Scott Nissan,"42175 MICHIGAN AVE, CANTON, MI 48188",http://www.dickscottnissan.com,Canton,MI,Wayne County,NA,NA,http://www.dickscottnissan.com/new-inventory/index.htm
48335,Suburban Nissan Of Farmington Hills,"37901 GRAND RIVER AVE, FARMINGTON HILLS, MI 48335",http://www.suburbannissanoffarmingtonhills.com/,Farmington,MI,Oakland County,NA,NA,http://www.suburbannissanoffarmingtonhills.com/new-inventory/index.htm
48356,Lafontaine Nissan,"2530 E HIGHLAND ROAD, HIGHLAND, MI 48356",http://www.lafontainenissan.com/,Highland,MI,Oakland County,NA,NA,http://www.lafontainenissan.com/search/new/tp/
48439,Grand Blanc Nissan,"5168 S. SAGINAW STREET, GRAND BLANC, MI 48439",http://www.grandblancnissan.net/,Grand Blanc,MI,Genesee County,NA,NA,http://www.grandblancnissan.net/new-cars/
48604,Garber Nissan,"5450 BAY RD, SAGINAW, MI 48604",http://www.garbernissan.net/,Saginaw,MI,Saginaw County,NA,NA,http://www.garbernissan.net/search/new/tp/
48864,Lansing Nissan,"1728 GRAND RIVER AVENUE, OKEMOS, MI 48864",http://www.lansingnissan.com,Okemos,MI,Ingham County,NA,NA,http://www.lansingnissan.com/Inventory/view/Body/Truck/New/
49008,Cole Nissan,"3003 STADIUM DRIVE, KALAMAZOO, MI 49008",http://www.cole-nissan.com/,Kalamazoo,MI,Kalamazoo County,NA,NA,http://www.cole-nissan.com/new-vehicles/
49037,Demaagd Gmc-Nissan,"333 W DICKMAN RD, BATTLE CREEK, MI 49037",http://www.demaagdnissan.com/,Battle Creek,MI,Calhoun County,NA,NA,http://www.demaagdnissan.com/new.php#VehiclesForSale
49201,Dave's Jackson Nissan,"2400 SEYMOUR ROAD, JACKSON, MI 49201",http://www.davesjacksonnissan.com/,Jackson,MI,Jackson County,NA,NA,https://www.davesjacksonnissan.com/new-inventory
49423,Elhart Nissan,"870 CHICAGO DR, HOLLAND, MI 49423",http://elhart-nissan.com/,Holland,MI,Allegan County,NA,NA,http://www.elhart-nissan.com/inventory.cfm?type=new
49444,Nissan Of Muskegon,"1860 E STERNBERG RD, MUSKEGON, MI 49444",http://www.nissanofmuskegon.com/,Muskegon,MI,Muskegon County,NA,NA,http://www.nissanofmuskegon.com/new-inventory/index.htm
49512,Fox Nissan Of Grand Rapids,"4430 28TH ST SE, KENTWOOD, MI 49512",http://www.foxnissanusa.com/,Grand Rapids,MI,Kent County,NA,NA,http://www.foxnissanusa.com/new-inventory/index.htm
49525,Gezon Nissan,"3985 PLAINFIELD AVE NE, GRAND RAPIDS, MI 49525",http://www.gezonnissan.com/,Grand Rapids,MI,Kent County,NA,NA,http://www.gezonnissan.com/new-inventory/index.htm
49686,Traverse City Auto Plaza,"1331 S GARFIELD AVE, TRAVERSE CITY, MI 49686",http://www.traversecitynissan.com,Traverse City,MI,Grand Traverse County,NA,NA,http://www.traversecitynissan.com/VehicleSearchResults?search=new
49855,Riverside Auto Sales,"2025 U.S. 41 WEST, MARQUETTE, MI 49855",http://www.marquettenissan.com,Marquette,MI,Marquette County,NA,NA,http://www.marquettenissan.com/new-inventory/index.htm
50010,Lithia Nissan Of Ames,"2901 S DUFF AVE, AMES, IA 50010",http://www.amesnissan.com/,Ames,IA,Story County,NA,NA,http://www.amesnissan.com/new-inventory/index.htm
50322,Hummel's Nissan,"4770 MERLE HAY RD, DES MOINES, IA 50322",http://www.hummelsnissan.com/,Urbandale,IA,Polk County,NA,NA,http://www.hummelsnissan.com/new-inventory/index.htm
50401,Community Nissan Of Mason City,"1780 S MONROE AVE, MASON CITY, IA 50401",http://www.communitynissanmc.com/site/,Mason City,IA,Cerro Gordo County,NA,NA,NA
50613,John Deery Motors,"6823 UNIVERSITY AVE, CEDAR FALLS, IA 50613",http://www.johndeerynissan.com,Cedar Falls,IA,Black Hawk County,NA,NA,http://www.johndeerynissan.com/searchnew.aspx
51106,Billion Nissan Of Sioux City,"3715 SINGING HILLS BLVD, SIOUX CITY, IA 51106",http://www.billionnissanofsiouxcity.com,Sioux City,IA,Woodbury County,NA,NA,http://www.billionnissanofsiouxcity.com/new.inventory.php
51501,Edwards Nissan,"920 32ND AVE, COUNCIL BLUFFS, IA 51501",http://lakemanawanissan.com/,Council Bluffs,IA,Pottawattamie County,NA,NA,http://www.lakemanawanissan.com/inventory/view/Make/Nissan/New/
52002,Nissan Of Dubuque,"600 CENTURY DR, DUBUQUE, IA 52002",http://www.nissanofdubuque.com,Dubuque,IA,Dubuque County,NA,NA,http://www.nissanofdubuque.com/new-inventory/index.htm
52246,Carousel Nissan,"817 HIGHWAY 1 W, IOWA CITY, IA 52246",http://www.carouselnissan.com/,Iowa City,IA,Johnson County,NA,NA,http://www.carouselnissan.com/inventory/NewSearch/New/
52402,Dave Wright Nissan,"1900 51ST ST NE, CEDAR RAPIDS, IA 52402",http://www.jimmillernissan.com/,Cedar Rapids,IA,Linn County,NA,NA,http://www.jimmillernissan.com/new-inventory/index.htm
52655,Deery Brothers Nissan,"200 S GEAR AVE, WEST BURLINGTON, IA 52655",http://www.deerybrothersnissan.com,West Burlington,IA,Des Moines County,NA,NA,http://www.deerybrothersnissan.com/VehicleSearchResults?search=new
52732,Clinton Chrdgjpnissan,"2850 VALLEY WEST DRIVE, CLINTON, IA 52732",http://www.clinton-nissan.com/,Clinton,IA,Clinton County,NA,NA,http://www.clinton-nissan.com/VehicleSearchResults?search=new
52806,Lujack Nissan,"3750 N HARRISON ST, DAVENPORT, IA 52806",http://www.lujacknissan.com/,Davenport,IA,Scott County,NA,NA,http://www.lujacknissan.com/new-inventory/index.htm
53081,Motorville Nissan,"5515 RACETRACK RD, SHEBOYGAN, WI 53081",http://www.sheboygannissan.com/,Sheboygan,WI,Sheboygan County,NA,NA,http://www.sheboygannissan.com/VehicleSearchResults?search=new
53104,Bob Rohrman Kenosha Nissan,"8050 120TH AVENUE, BRISTOL, WI 53104",http://www.kenosha-nissan.com,Bristol,WI,Kenosha County,NA,NA,http://www.kenosha-nissan.com/new-cars-kenosha-wi
53186,Boucher Nissan/Waukesha,"1451 E MORELAND BLVD, WAUKESHA, WI 53186",http://www.bouchernissanwaukesha.com/,Waukesha,WI,Waukesha County,NA,NA,http://www.waukeshanissan.com/inventory/view/New/Make/Nissan/
53217,John Amato Nissan,"5200 N PORT WASHINGTON RD, GLENDALE, WI 53217",http://nissan.amatoauto.com/,Milwaukee,WI,Milwaukee County,NA,NA,http://www.nissan.amatoauto.com/new-inventory/index.htm
53221,Rosen Nissan,"5505 S 27TH STREET, MILWAUKEE, WI 53221",http://www.rosennissan.com,Milwaukee,WI,Milwaukee County,NA,NA,http://www.rosennissan.com/Milwaukee-WI/For-Sale/New/
53224,Russ Darrow Nissan,"11212 W. METRO BLVD, MILWAUKEE, WI 53224",http://www.russdarrownissan.com/,Milwaukee,WI,Milwaukee County,NA,NA,http://www.russdarrownissan.com/search/new/tp/
53228,Gordie Boucher Nissan,"4141 S. 108TH STREET, GREENFIELD, WI 53228",http://www.bouchernissangreenfield.com/,Milwaukee,WI,Milwaukee County,NA,NA,http://bouchernissangreenfield.com/inventory/view/New/Make/Nissan/
53545,Janesville Nissan,"2627 MORSE STREET, JANESVILLE, WI 53545",http://janesvillenissan.com/,Janesville,WI,Rock County,NA,NA,http://janesvillenissan.com/inventory/newsearch/New/
53713,Kayser Nissan,"2510 W BELTLINE HWY, MADISON, WI 53713",http://kaysernissan.com/,Madison,WI,Dane County,NA,NA,http://www.kaysernissan.com/new-inventory/index.htm
53718,Zimbrick Nissan,"5330 HIGH CROSSING BLVD, MADISON, WI 53718",http://www.zimbricknissan.com,Madison,WI,Dane County,NA,NA,http://www.zimbricknissan.com/VehicleSearchResults?search=new
54302,Gandrud Nissan,"1001 AUTO PLAZA DRIVE, GREEN BAY, WI 54302",http://www.gandrudnissan.com,Green Bay,WI,Brown County,NA,NA,http://www.gandrudnissan.com/ns-vehicles-new.php
54401,Kocourek Nissan,"2700 N. 20TH AVENUE, WAUSAU, WI 54401",http://kocoureknissan.com/,Wausau,WI,Marathon County,NA,NA,http://kocoureknissan.com/inventory/newsearch/New/
54481,Stevens Point Nissan,"301 GREEN AVENUE NORTH, STEVENS POINT, WI 54481",http://www.stevenspointnissan.com,Stevens Point,WI,Portage County,NA,NA,http://www.stevenspointnissan.com/inventory/newsearch/New/
54501,Rhinelander Nissan,"2066 N STEVENS STREET, RHINELANDER, WI 54501",http://rhinelandernissan.com/,Rhinelander,WI,Oneida County,NA,NA,http://rhinelandernissan.com/inventory/newsearch/New/
54601,Pischke Motors Nissan,"517 SOUTH 3RD STREET, LA CROSSE, WI 54601",http://www.pischkenissan.com/,La Crosse,WI,La Crosse County,NA,NA,http://www.pischkenissan.com/new-inventory/
54701,Eau Claire Nissan,"3214 MALL DR, EAU CLAIRE, WI 54701",http://eauclairenissan.com,Eau Claire,WI,Eau Claire County,NA,NA,http://eauclairenissan.com/new.inventory.php
54904,Bergstrom Nissan,"3265 S WASHBURN ST, OSHKOSH, WI 54904",http://www.bergstromnissan.com/,Oshkosh,WI,Winnebago County,NA,NA,http://www.bergstromnissan.com/VehicleSearchResults?search=new
54913,Bergstrom Nissan Of Appleton,"3027 VICTORY LANE, APPLETON, WI 54913",http://www.appletonnissan.com/,Appleton,WI,Outagamie County,NA,NA,http://www.appletonnissan.com/VehicleSearchResults?search=new
55077,Luther Nissan,"1470 50TH ST E, INVER GROVE HEIGH, MN 55077",http://www.luther-nissan.com,Inver Grove Heights,MN,Dakota County,NA,NA,http://www.luthernissan.com/new-inventory/index.htm
55109,Kline Nissan,"3090 N HIGHWAY 61, MAPLEWOOD, MN 55109",http://www.klinenissan.com/,Saint Paul,MN,Ramsey County,NA,NA,http://www.klinenissan.com/commercial-new-inventory/index.htm
55306,Walser Nissan,"14750 BUCK HILL RD, BURNSVILLE, MN 55306",http://www.walsernissan.com/,Burnsville,MN,Dakota County,NA,NA,http://www.walsernissan.com/new-inventory/index.htm
55344,Eden Prairie Nissan,"12790 PLAZA DRIVE, EDEN PRAIRIE, MN 55344",http://www.edenprairienissan.com,Eden Prairie,MN,Hennepin County,NA,NA,http://www.edenprairienissan.com/new-inventory/
55391,Wayzata Nissan,"15906 WAYZATA BLVD, WAYZATA, MN 55391",http://www.wayzatanissan.com/,Wayzata,MN,Hennepin County,NA,NA,http://www.wayzatanissan.com/new-inventory/index.htm
55445,Morrie's Brooklyn Park Nissan,"7875 BROOKLYN BLVD, BROOKLYN PARK, MN 55445",http://www.morriesnissan.com/,Minneapolis,MN,Hennepin County,NA,NA,http://www.morriesbrooklynparknissan.com/inventory/view/New/
55448,Coon Rapids Nissan,"3300 129TH AVENUE NW, COON RAPIDS, MN 55448",http://www.coonrapidsnissan.com/,Minneapolis,MN,Anoka County,NA,NA,http://www.coonrapidsnissan.com/new-inventory/index.htm
55811,Krenzen Nissan,"2500 MALL DR, DULUTH, MN 55811",http://www.krenzennissan.com/,Duluth,MN,St. Louis County,NA,NA,http://www.krenzennissan.com/new-vehicles
55901,Lupient Nissan,"4642 HIGHWAY 52 NORTH, ROCHESTER, MN 55901",http://www.lupientnissan.com,Rochester,MN,Olmsted County,NA,NA,http://www.lupientnissan.com/new-inventory/index.htm
56001,Mankato Nissan,"1815 E MADISON AVE, MANKATO, MN 56001",http://www.nissanmankato.com,Mankato,MN,Blue Earth County,NA,NA,http://www.nissanmankato.com/new-inventory/
56007,Dave Syverson Nissan,"2310 E MAIN ST, ALBERT LEA, MN 56007",http://www.syversonnissan.com,Albert Lea,MN,Freeborn County,NA,NA,http://www.syversonnissan.com/inventory
56201,Mills Nissan,"3700 US HWY 71 SOUTH, WILLMAR, MN 56201",http://jimmillsnissan.com/,Willmar,MN,Kandiyohi County,NA,NA,http://jimmillsnissan.com/Inventory/?cid=2
56301,Miller Lincoln-Nissan,"2930 2ND ST S, SAINT CLOUD, MN 56301",http://www.stcloudnissan.com,Saint Cloud,MN,Stearns County,NA,NA,http://www.stcloudnissan.com/search/new/tp/
56401,Tanner Nissan,"620 WEST WASHINGTON ST., BRAINERD, MN 56401",http://www.brainerdnissan.com/,Brainerd,MN,Crow Wing County,NA,NA,http://www.tannernissan.com/new-inventory/index.htm
57106,Billion Nissan,"4400 W 12TH STREET, SIOUX FALLS, SD 57106",http://billionnissanofsiouxfalls.com/,Sioux Falls,SD,Minnehaha County,NA,NA,http://billionnissanofsiouxfalls.com/new.inventory.php
