zipcode,DealerName,Address,Link,city,state,county_name,Latitude,IV_link,Longitude
49721,Fernelius Toyota,"11283 Straits Highway, Cheboygan, Michigan 49721",http://www.ferneliustoyota.net,Cheboygan,MI,Cheboygan County,NA,http://ferneliustoyota.net/Cheboygan-MI/For-Sale/New/,NA
49801,Bergeron Toyota,"1600 N. Stephenson Ave., Iron Mountain, Michigan 49801",http://www.Bergerontoyota.net,Iron Mountain,MI,Dickinson County,NA,NA,NA
49829,Riverside Toyota of Escanaba,"2600 Ludington Street, Escanaba, Michigan 49829",http://www.riversidetoyotaescanaba.com,Escanaba,MI,Delta County,NA,http://www.riversidetoyotaescanaba.com/new-inventory/index.htm,NA
49855,Riverside Toyota,"2025 US 41 West, Marquette, Michigan 49855",http://www.riversidetoyotamarquette.com,Marquette,MI,Marquette County,NA,http://www.riversidetoyotamarquette.com/new-inventory/index.htm,NA
50010,Wilson Toyota,"2212 South Duff, Ames, Iowa 50010",http://www.wilsonofamestoyota.com,Ames,IA,Story County,NA,http://wilsonofamestoyota.com/Ames-Iowa/For-Sale/New/,NA
50111,Toyota of Des Moines,"1650 SE 37th Street, Grimes, Iowa 50111",http://www.toyotadm.com,Grimes,IA,Polk County,NA,http://toyotadm.com/inventory/newsearch/New/,NA
50401,Hosmer Toyota,"3851 Fourth Street SW, Mason City, Iowa 50401",http://www.hosmertoyota.com,Mason City,IA,Cerro Gordo County,NA,http://www.hosmertoyota.com/inventory/new-vehicles,NA
50501,"Fort Dodge Ford, Lincoln, Toyota","2723 5th Avenue South, Fort Dodge, Iowa 50501",http://www.fortdodgetoyota.com,Fort Dodge,IA,Webster County,NA,http://fortdodgetoyota.com/Fort-Dodge-Iowa/For-Sale/New/,NA
50613,Dan Deery Toyota,"7404 University Avenue, Cedar Falls, Iowa 50613",http://www.dandeerytoyota.com,Cedar Falls,IA,Black Hawk County,NA,http://dandeerytoyota.com/Cedar-Falls-Iowa/For-Sale/New/,NA
51106,Rick Collins Toyota,"3131 Singing Hills Blvd., Sioux City, Iowa 51106",http://www.rickcollinstoyota.com,Sioux City,IA,Woodbury County,NA,http://rickcollinstoyota.com/Sioux-City-Iowa/For-Sale/New/,NA
51360,Okoboji Toyota,"2720 17th Street, Spirit Lake, Iowa 51360",http://www.okobojitoyota.com,Spirit Lake,IA,Dickinson County,NA,http://okobojitoyota.com/Spirit-Lake-Iowa/For-Sale/New/,NA
51401,Motor Inn Toyota of Carroll,"1526 Le Clark Road, Carroll, Iowa 51401",http://www.motorinntoyotaofcarroll.com,Carroll,IA,Carroll County,NA,http://motorinntoyotaofcarroll.com/Carroll-Iowa/For-Sale/New/,NA
52003,Anderson-Weber Toyota,"3450 Center Grove Drive, Dubuque, Iowa 52003",http://www.andersonwebertoyota.com,Dubuque,IA,Dubuque County,NA,http://www.andersonwebertoyota.com/new-inventory/,NA
52233,"Cedar Rapids Toyota, Inc.","1200 Boyson Road, Hiawatha, Iowa 52233",http://www.cedarrapidstoyota.com,Hiawatha,IA,Linn County,NA,http://cedarrapidstoyota.com/Hiawatha-Iowa/For-Sale/New/,NA
52246,Toyota of Iowa City,"1445 Highway 1 West, Iowa City, Iowa 52246",http://www.toyotaiowacity.com,Iowa City,IA,Johnson County,NA,http://toyotaiowacity.com/Iowa-City-Iowa/For-Sale/New/,NA
52501,Clemons Toyota,"2839 North Court Street, Ottumwa, Iowa 52501",http://www.clemonstoyota.com,Ottumwa,IA,Wapello County,NA,http://clemonstoyota.com/Ottumwa-Iowa/For-Sale/New/,NA
52655,Deery Brothers Toyota,"200 South Gear Avenue, West Burlington, Iowa 52655",http://www.deerybrotherstoyota.com,West Burlington,IA,Des Moines County,NA,http://www.deerybrotherstoyota.com/VehicleSearchResults?search=new,NA
52732,McEleney Toyota,"2435 Lincolnway, Clinton, Iowa 52732",http://www.mceleneytoyota.com,Clinton,IA,Clinton County,NA,http://mceleneytoyota.com/Clinton-Iowa/For-Sale/New/,NA
52761,Toyota of Muscatine,"3000 Highway 38 North, Muscatine, Iowa 52761",http://www.toyotaofmuscatine.com,Muscatine,IL,Rock Island County,NA,http://www.toyotaofmuscatine.com/new-inventory/index.htm,NA
52807,Smart Toyota of Quad Cities,"1501 E. 53rd Street, Davenport, Iowa 52807",http://smarttoyotaqc.com,Davenport,IA,Scott County,NA,http://www.smarttoyotaqc.com/searchnew.aspx,NA
53045,Safro Toyota,"20445 West Capitol Drive, Brookfield, Wisconsin 53045",http://www.safrotoyota.com,Brookfield,WI,Waukesha County,NA,http://www.safrotoyota.com/new-inventory/index.htm,NA
53081,International Toyota,"4120 N. Frontage Road, Sheboygan, Wisconsin 53081",http://www.internationaltoyota.com,Sheboygan,WI,Sheboygan County,NA,http://www.internationaltoyota.com/new-inventory/index.htm,NA
53095,Russ Darrow Toyota,"2700 W. Washington St., West Bend, Wisconsin 53095",http://www.russdarrowtoyota.com,West Bend,WI,Washington County,NA,http://www.russdarrowtoyota.com/search/new/tp/,NA
53142,CarMax Kenosha Toyota,"8200 120th Avenue, Kenosha, Wisconsin 53142",http://www.kenosha-toyota.com,Kenosha,WI,Kenosha County,NA,http://www.kenosha-toyota.com/searchnew.aspx,NA
53209,Andrew Toyota,"1620 W. Silver Spring Dr., Glendale, Wisconsin 53209",http://www.andrewtoyota.com,Milwaukee,WI,Milwaukee County,NA,NA,NA
53221,Don Jacobs Toyota,"5727 S. 27th Street, Milwaukee, Wisconsin 53221",http://www.donjacobstoyota.com,Milwaukee,WI,Milwaukee County,NA,http://mobile.donjacobstoyota.com/new-cars-milwaukee-wi,NA
53224,Heiser Toyota,"11301 West Metro Auto Mall, Milwaukee, Wisconsin 53224",http://www.heisertoyota.com,Milwaukee,WI,Milwaukee County,NA,http://heisertoyota.com/inventory/view/new/,NA
53227,Wilde Toyota,"3225 South 108th Street, West Allis, Wisconsin 53227",http://www.wildetoyota.com,Milwaukee,WI,Milwaukee County,NA,http://www.wildetoyota.com/new-inventory/index.htm,NA
53406,Racine Toyota,"6801 Washington Avenue, Racine, Wisconsin 53406",http://www.racinetoyota.com,Racine,WI,Racine County,NA,http://www.racinetoyota.com/Inventory/view/Body/Truck/New/,NA
53545,Hesser Toyota,"1811 Humes Road, Janesville, Wisconsin 53545",http://www.hessertoyota.com,Janesville,WI,Rock County,NA,http://www.hessertoyota.com/new-car-sales-janesville-wi/inventory,NA
53566,Ruda Chevrolet/Toyota,"104 Eighth Street, Monroe, Wisconsin 53566",http://www.rudatoyota.com,Monroe,WI,Green County,NA,http://www.rudatoyota.com/new-toyota-monroe-wi,NA
53718,East Madison Toyota,"3501 Lancaster Drive, Madison, Wisconsin 53718",http://eastmadisontoyota.com,Madison,WI,Dane County,NA,NA,NA
53719,Smart Toyota,"5901 Odana Road, Madison, Wisconsin 53719",http://smarttoyota.com,Madison,WI,Dane County,NA,http://www.smarttoyota.com/search/new/tp/,NA
54304,Le Mieux & Son Toyota,"2550 South Oneida Street, Green Bay, Wisconsin 54304",http://www.lemieuxtoyota.com,Green Bay,WI,Brown County,NA,http://lemieuxtoyota.com/Green-Bay-Wisconsin/For-Sale/New/,NA
54401,Toyota of Wausau,"2900 N. 20th Avenue, Wausau, Wisconsin 54401",http://www.toyotaofwausau.com,Wausau,WI,Marathon County,NA,http://www.toyotaofwausau.com/searchnew.aspx,NA
54467,Mark Toyota of Plover,"1765 Park Avenue, Plover, Wisconsin 54467",http://www.marktoyota.com,Plover,WI,Portage County,NA,http://www.marktoyota.com/new-inventory/,NA
54501,Rhinelander Toyota,"1955 North Stevens Street, Rhinelander, Wisconsin 54501",http://www.rhinelandertoyota.com/toyota,Rhinelander,WI,Oneida County,NA,http://www.rhinelandertoyota.com/new-inventory/index.htm,NA
54601,Ballweg Midwest Toyota,"800 Third Street South, La Crosse, Wisconsin 54601",http://www.midwesttoyota.com,La Crosse,WI,La Crosse County,NA,http://www.midwesttoyota.com/searchnew.aspx,NA
54729,Markquart Toyota,"1844 Commercial Blvd., Chippewa Falls, Wisconsin 54729",http://www.markquarttoyota.com,Chippewa Falls,WI,Chippewa County,NA,http://www.markquarttoyota.com/searchnew.aspx,NA
54806,Ashland Honda Toyota,"2301 Lakeshore Drive East, Ashland, Wisconsin 54806",http://www.ashland-toyota.com,Ashland,WI,Ashland County,NA,http://www.ashland-toyota.com/inventory/newsearch/New/,NA
54880,Kari Toyota,"1002 Tower Avenue, Superior, Wisconsin 54880",http://www.karitoyota.com,Superior,WI,Douglas County,NA,http://karitoyota.com/Superior-WI/For-Sale/New/,NA
54903,Bergstrom Toyota,"3245 S. Washburn Street, Oshkosh, Wisconsin 54903",http://www.bergstromtoyota.com,Oshkosh,WI,Winnebago County,NA,http://www.bergstromtoyota.com/VehicleSearchResults?search=new,NA
54914,Kolosso Toyota,"3000 W. Wisconsin Avenue, Appleton, Wisconsin 54914",http://www.kolossotoyota.com,Appleton,WI,Outagamie County,NA,http://www.kolossotoyota.com/new-inventory/index.htm,NA
55077,Inver Grove Toyota,"1037 Highway 110, Inver Grove Hts, Minnesota 55077",http://www.invergrovetoyota.com,Inver Grove Heights,MN,Dakota County,NA,http://www.invergrovetoyota.com/new-inventory/?,NA
55109,Maplewood Toyota,"2873 N. Highway 61, Maplewood, Minnesota 55109",http://www.maplewoodtoyota.com,Saint Paul,MN,Ramsey County,NA,http://www.maplewoodtoyota.com/searchnew.aspx,NA
55306,Burnsville Toyota,"14730 Buck Hill Road, Burnsville, Minnesota 55306",http://www.burnsvilletoyota.com,Burnsville,MN,Dakota County,NA,NA,NA
55426,Rudy Luther Toyota,"8805 Wayzata Blvd, Golden Valley, Minnesota 55426",http://www.rudyluthertoyota.com,Minneapolis,MN,Hennepin County,NA,http://www.rudyluthertoyota.com/new-inventory/index.htm,NA
55429,Luther Brookdale Toyota,"6700 Brooklyn Boulevard, Brooklyn Center, Minnesota 55429",http://www.LutherBrookdaleToyota.com,Minneapolis,MN,Hennepin County,NA,http://www.lutherbrookdaletoyota.com/new-inventory/index.htm,NA
55437,Walser Bloomington Toyota,"4401 American Blvd. West, Bloomington, Minnesota 55437",http://www.walsertoyota.com,Minneapolis,MN,Hennepin County,NA,http://www.walsertoyota.com/new-inventory/,NA
55448,Carlson Toyota,"12880 Riverdale Dr. NW, Coon Rapids, Minnesota 55448",http://www.carlsontoyota.com,Minneapolis,MN,Anoka County,NA,http://www.carlsontoyota.com/new-inventory/index.htm,NA
55792,Iron Trail Toyota,"1301 S. 17th Street, Virginia, Minnesota 55792",,Virginia,MN,St. Louis County,NA,http://www.edmunds.com/new-vehicles/,NA
55811,Kolar Toyota,"4781 Miller Trunk Hwy., Duluth, Minnesota 55811",http://www.kolartoyota.com,Duluth,MN,St. Louis County,NA,http://www.kolartoyota.com/search/new/tp/,NA
55904,Rochester Toyota,"4365 Canal Place, S.E., Rochester, Minnesota 55904",http://www.rochestertoyota.com,Rochester,MN,Olmsted County,NA,http://www.rochestertoyota.com/inventory,NA
55987,Dahl Toyota,"1111 West Hwy. 61, Winona, Minnesota 55987",http://www.dahltoyota.com,Winona,MN,Winona County,NA,http://www.dahltoyota.com/new-inventory/index.htm,NA
56001,Heintz Toyota,"1234 Raintree Road, Mankato, Minnesota 56001",http://www.heintztoyota.com,Mankato,MN,Blue Earth County,NA,http://www.heintztoyota.com/new-inventory/index.htm,NA
56201,Mills Toyota,"3700 Highway 71 South, Willmar, Minnesota 56201",http://www.millstoyota.com,Willmar,MN,Kandiyohi County,NA,http://www.millstoyota.com/new-inventory,NA
56387,St. Cloud Toyota,"418 2nd Street South, Waite Park, Minnesota 56387",http://www.stcloudtoyota.com,Waite Park,MN,Stearns County,NA,http://www.stcloudtoyota.com/inventory/newsearch/New/,NA
56425,Lake Country Toyota,"7036 Lake Forest, Baxter, Minnesota 56425",http://www.lakecountrytoyota.com,Baxter,MN,Crow Wing County,NA,http://www.lakecountrytoyota.com/new-inventory/index.htm,NA
56537,Quality Toyota,"1125 W. Lincoln Avenue, Fergus Falls, Minnesota 56537",http://www.qualitytoyota.net,Fergus Falls,MN,Otter Tail County,NA,http://www.qualitytoyota.net/inventory/new-inventory,NA
56601,Chester Berg Toyota,"705 Paul Bunyan Drive NW, Bemidji, Minnesota 56601",http://www.cbergtoyota.com,Bemidji,MN,Beltrami County,NA,http://cbergtoyota.com/inventory/view/New/,NA
57106,Billion Toyota,"4101 W. 12th Street, Sioux Falls, South Dakota 57106",http://www.siouxfallstoyota.com,Sioux Falls,SD,Minnehaha County,NA,http://www.siouxfallstoyota.com/new-inventory/index.htm,NA
57201,Sharp Chevrolet-Cadillac-Toyota,"Junction Hwy 212 West & 20, Watertown, South Dakota 57201",http://www.sharptoyota.com,Watertown,SD,Codington County,NA,http://www.sharptoyota.com/search/new/tp/,NA
57401,Harr Toyota,"4255 6th Avenue SE, Aberdeen, South Dakota 57401",http://harr-toyota.com,Aberdeen,SD,Brown County,NA,http://harr-toyota.com/inventory/view/New/,NA
57501,Gateway Toyota,"518 East Sioux Avenue, Pierre, South Dakota 57501",http://www/gatewaytoyotapierre.com,Pierre,SD,Hughes County,NA,NA,NA
57701,Toyota of the Black Hills,"1920 East Mall Drive, Rapid City, South Dakota 57701",http://www.toyotaoftheblackhills.com,Rapid City,SD,Pennington County,NA,http://toyotaoftheblackhills.com/NewToyotaCars,NA
58103,Corwin Toyota,"222 South 40TH Street, Fargo, North Dakota 58103",http://www.corwintoyota.net,Fargo,ND,Cass County,NA,http://corwintoyota.net/Fargo-North-Dakota/For-Sale/New/,NA
58201,Lithia Toyota of Grand Forks,"2473 South 32nd Avenue, Grand Forks, North Dakota 58201",http://www.toyotaofgrandforks.com,Grand Forks,ND,Grand Forks County,NA,http://www.toyotaofgrandforks.com/new-inventory/index.htm,NA
58301,Lake Toyota,"424 Highway 2 East, Devils Lake, North Dakota 58301",http://www.laketoyota.com,Devils Lake,ND,Ramsey County,NA,http://laketoyota.com/Devils-Lake-ND/For-Sale/New/,NA
58401,Lloyds Toyota,"500 17th St SW, Jamestown, North Dakota 58401",http://www.lloydstoyota.com,Jamestown,ND,Stutsman County,NA,http://lloydstoyota.com/Jamestown-ND/For-Sale/New/,NA
58503,Cedric Theel Toyota,"3955 Trenton Drive, Bismarck, North Dakota 58503",http://www.cedrictheeltoyota.com,Bismarck,ND,Burleigh County,NA,http://cedrictheeltoyota.com/Bismarck-ND/For-Sale/New/,NA
58601,Dan Porter Honda-Toyota,"2391 E. I-94 Business LP, Dickinson, North Dakota 58601",http://www.danportertoyota.com,Dickinson,ND,Stark County,NA,http://danportertoyota.com/Dickinson-ND/For-Sale/New/,NA
58702,Minot Toyota Center,"3615 South Broadway, Minot, North Dakota 58702",http://www.minottoyota.com,Minot,ND,Ward County,NA,http://www.minottoyota.com/new-inventory/index.htm,NA
59102,Lithia Toyota of Billings,"1532 Grand Avenue, Billings, Montana 59102",http://www.lithiatoyotabillings.com,Billings,MT,Yellowstone County,NA,http://www.lithiatoyotabillings.com/new-inventory/index.htm,NA
59405,City Toyota,"3900 10th Avenue South, Great Falls, Montana 59405",http://www.city-toyota.com,Great Falls,MT,Cascade County,NA,http://www.city-toyota.com/VehicleSearchResults?search=new,NA
59501,G & B Toyota,"2110 Highway 2 West, Havre, Montana 59501",http://www.gandbtoyota.com,Havre,MT,Hill County,NA,NA,NA
59601,Helena Toyota,"3365 Highway 12 East, Helena, Montana 59601",http://www.helenatoyota.com,Helena,MT,Lewis and Clark County,NA,http://www.helenatoyota.com/new-inventory/index.htm,NA
59701,Toyota of Butte,"5103 Harrison Avenue, Butte, Montana 59701",http://www.toyotaofbutte.com,Butte,MT,Silver Bow County,NA,http://toyotaofbutte.com/New-Inventory,NA
59718,Toyota of Bozeman,"8476 Huffine Lane, Bozeman, Montana 59718",http://www.toyotaofbozeman.com,Bozeman,MT,Gallatin County,NA,http://www.toyotaofbozeman.com/search/New+Highlander%20Hybrid+tM,NA
59804,Lithia Toyota of Missoula,"4001 Brooks St., Missoula, Montana 59804",http://www.lithiatoyotamissoula.com,Missoula,MT,Missoula County,NA,http://www.lithiatoyotamissoula.com/new-inventory/index.htm,NA
59901,Kalispell Toyota,"2845 Highway 93 South, Kalispell, Montana 59901",http://www.kalispelltoyota.com,Kalispell,MT,Flathead County,NA,http://www.kalispelltoyota.com/searchnew.aspx,NA
60014,Pauly Toyota,"1035 S. Route 31, Crystal Lake, Illinois 60014",http://www.paulytoyota.com,Crystal Lake,IL,McHenry County,NA,http://www.paulytoyota.com/new-inventory/,NA
60020,Fox Lake Toyota,"75 S. Route 12, Fox Lake, Illinois 60020",http://www.foxlaketoyota.com,Fox Lake,IL,Lake County,NA,http://www.foxlaketoyota.com/new-toyota-lease-in-Fox-Lake-il.html,NA
60048,AutoNation Toyota Libertyville,"1180 South Milwaukee Ave., Libertyville, Illinois 60048",http://www.autonationtoyotalibertyville.com,Libertyville,IL,Lake County,NA,http://www.autonationtoyotalibertyville.com/VehicleSearchResults?search=new,NA
60062,Northbrook Toyota,"1530 Frontage Road, Northbrook, Illinois 60062",http://www.northbrooktoyota.com,Northbrook,IL,Cook County,NA,http://www.northbrooktoyota.com/new-inventory/,NA
60068,Bredemann Toyota,"1301 W. Dempster Street, Park Ridge, Illinois 60068",http://www.bredemanntoyota.com,Park Ridge,IL,Cook County,NA,http://www.bredemanntoyota.com/new-inventory/,NA
60074,Arlington Toyota,"2095 N. Rand Road, Palatine, Illinois 60074",http://www.toyotaarlington.com,Palatine,IL,Cook County,NA,http://www.toyotaarlington.com/new-cars-palatine-il,NA
60085,Classic Toyota,"515 N. Green Bay Road, Waukegan, Illinois 60085",http://www.classicdirecttoyota.com,Waukegan,IL,Lake County,NA,http://www.classicdirecttoyota.com/searchnew.aspx,NA
60107,Elgin Toyota,"1600 W. Lake Street, Streamwood, Illinois 60107",http://www.elgintoyota.com,Streamwood,IL,Cook County,NA,http://www.elgintoyota.com/new-inventory/?,NA
60115,Brian Bemis Toyota,"1890 Sycamore Road, DeKalb, Illinois 60115",http://www.brianbemistoyota.com,Dekalb,IL,DeKalb County,NA,http://www.brianbemistoyota.com/new-inventory/index.htm,NA
60126,Elmhurst Toyota,"440 West Lake Street, Elmhurst, Illinois 60126",http://www.elmhursttoyota.com,Elmhurst,IL,DuPage County,NA,http://www.elmhursttoyota.com/new-vehicles/models,NA
60148,Lombard Toyota,"725 West Roosevelt Road, Lombard, Illinois 60148",http://www.lombardtoyota.com,Lombard,IL,DuPage County,NA,http://www.lombardtoyota.com/search/new/tp/,NA
60169,Schaumburg Toyota,"125 West Higgins Road, Hoffman Estates, Illinois 60169",http://www.schaumburgtoyota.com,Hoffman Estates,IL,Cook County,NA,http://schaumburgtoyota.com/New-Inventory,NA
60174,St. Charles Toyota,"2651 E. Main Street, St. Charles, Illinois 60174",http://www.stcharlestoyota.net,Saint Charles,IL,Kane County,NA,http://www.stcharlestoyota.net/new-inventory/,NA
60409,Toyota of River Oaks,"1970 River Oaks Drive, Calumet City, Illinois 60409",http://www.toyotaofriveroaks.com,Calumet City,IL,Cook County,NA,http://mobile.toyotaofriveroaks.com/new-cars-calumet-city-il,NA
60435,Thomas Toyota,"1437 N. Larkin Avenue, Joliet, Illinois 60435",http://www.thomastoyotajoliet.com,Joliet,IL,Will County,NA,http://www.thomastoyotajoliet.com/search/new/tp/,NA
60443,Planet Toyota,"5540 Auto Court, Matteson, Illinois 60443",http://www.planettoyotaonline.com,Matteson,IL,Cook County,NA,http://www.planettoyotaonline.com/search/new/tp/,NA
60453,Oak Lawn Toyota,"4320 West 95th Street, Oak Lawn, Illinois 60453",http://www.oaklawntoyota.com,Oak Lawn,IL,Cook County,NA,http://www.oaklawntoyota.com/search/new/tp/,NA
60487,Orland Toyota,"8505 West 159th St, Tinley Park, Illinois 60487",http://www.orlandtoyota.com,Tinley Park,IL,Cook County,NA,http://www.orlandtoyota.com/search/new/tp/,NA
60525,Continental Toyota,"6701 S. La Grange Road, Hodgkins, Illinois 60525",http://www.continentaltoyota.com,La Grange,IL,Cook County,NA,http://www.continentaltoyota.com/searchnew.aspx,NA
60540,Toyota of Naperville,"1488 West Ogden Avenue, Naperville, Illinois 60540",http://www.toyotaofnaperville.com,Naperville,IL,DuPage County,NA,http://www.toyotaofnaperville.com/new-cars-naperville-il,NA
60559,Oakbrook Toyota in Westmont,"550 East Ogden Avenue, Westmont, Illinois 60559",http://www.oakbrooktoyota.com,Westmont,IL,DuPage County,NA,http://www.oakbrooktoyota.com/new-cars-westmont-il,NA
60636,Toyota On Western,"6941 South Western Ave, Chicago, Illinois 60636",http://www.toyotaonwestern.com,Chicago,IL,Cook County,NA,http://www.toyotaonwestern.com/new-inventory/,NA
60639,Midtown Toyota,"2700 North Cicero Avenue, Chicago, Illinois 60639",http://www.midtowntoyota.com,Chicago,IL,Cook County,NA,http://midtowntoyota.com/New-Inventory,NA
60642,Grossinger City Toyota,"1561 North Fremont Street, Chicago, Illinois 60642",http://www.grossingercitytoyota.com,Chicago,IL,Cook County,NA,http://www.grossingercitytoyota.com/search/new/tp/,NA
60660,Chicago Northside Toyota,"5625 North Broadway St, Chicago, Illinois 60660",http://www.chicagotoyota.com,Chicago,IL,Cook County,NA,http://www.chicagotoyota.com/new-inventory/index.htm,NA
60712,Grossinger Toyota North,"7225 N. Cicero Avenue, Lincolnwood, Illinois 60712",http://www.grossingertoyotanorth.com,Lincolnwood,IL,Cook County,NA,http://www.grossingertoyotanorth.com/search/new/tp/,NA
60914,David Bruce Toyota,"555 Latham Drive, Bourbonnais, Illinois 60914",http://www.davidbrucetoyota.com,Bourbonnais,IL,Kankakee County,NA,http://www.davidbrucetoyota.com/search/new/tp/,NA
61021,Ken Nelson Toyota,"1050 N. Galena Avenue, Dixon, Illinois 61021",http://www.kennelsontoyota.com,Dixon,IL,Lee County,NA,http://www.kennelsontoyota.com/search/new/tp/,NA
61111,Anderson Toyota,"4100 N. Perryville Road, Loves Park, Illinois 61111",http://www.andersontoyota.com,Loves Park,IL,Winnebago County,NA,http://www.andersontoyota.com/search/new/tp/,NA
61265,Hiland Toyota,"5500 45th Avenue Drive, Moline, Illinois 61265",http://www.hilandtoyota.com,Moline,IL,Rock Island County,NA,http://www.hilandtoyota.com/new-cars-moline-il,NA
61350,Bill Walsh Toyota,"4000 N. Columbus Street, Ottawa, Illinois 61350",http://www.billwalshtoyota.com,Ottawa,IL,LaSalle County,NA,http://billwalshtoyota.com/NewToyotaCars,NA
61401,Galesburg Toyota,"2763 N. Seminary Street, Galesburg, Illinois 61401",http://www.galesburgtoyota.com,Galesburg,IL,Knox County,NA,http://galesburgtoyota.com/inventory/newsearch/New/,NA
61455,Woodrum Toyota of Macomb,"3100 East Jackson, Macomb, Illinois 61455",,Macomb,IL,McDonough County,NA,http://www.edmunds.com/new-vehicles/,NA
61554,Fort's Toyota of Pekin,"120 Radio City Drive, North Pekin, Illinois 61554",http://www.toyota-pekin.com,Pekin,IL,Tazewell County,NA,http://www.toyota-pekin.com/inventory/newsearch/new/,NA
61614,Peoria Toyota,"7401 North Allen Road, Peoria, Illinois 61614",http://www.peoriatoyota.com,Peoria,IL,Peoria County,NA,http://www.peoriatoyota.com/new-inventory/index.htm,NA
61701,Dennison Toyota,"1502 Morrissey Drive, Bloomington, Illinois 61701",http://www.dennisontoyota.com,Bloomington,IL,McLean County,NA,http://www.dennisontoyota.com/new-inventory/,NA
61802,O'Brien Toyota of Urbana,"1101 O'Brien Drive, Urbana, Illinois 61802",http://www.obrientoyotaurbana.com,Urbana,IL,Champaign County,NA,NA,NA
61833,Toyota of Danville,"2106 Georgetown Road, Tilton, Illinois 61833",,Tilton,IL,Vermilion County,NA,http://www.edmunds.com/new-vehicles/,NA
61938,K.C. Summers Toyota,"117 South 19th Street, Mattoon, Illinois 61938",http://www.kcsummerstoyota.com,Mattoon,IL,Coles County,NA,http://www.kcsummerstoyota.com/search/new/tp/,NA
62002,Mungenast Alton Toyota,"850 Homer Adams Parkway, Alton, Illinois 62002",http://www.altontoyota.com,Alton,IL,Madison County,NA,http://www.altontoyota.com/new-inventory/index.htm,NA
62269,Newbold Toyota,"1282 Central Park Drive, O'Fallon, Illinois 62269",http://www.newboldtoyota.com,O Fallon,IL,St. Clair County,NA,http://newboldtoyota.com/new-inventory,NA
62301,Shottenkirk Toyota,"5333 Broadway, Quincy, Illinois 62301",http://www.shottenkirktoyota.com,Quincy,IL,Adams County,NA,http://www.shottenkirktoyota.com/new-inventory/index.htm,NA
62401,Dan Hecht Chevrolet/Toyota,"2400 South Banker Street, Effingham, Illinois 62401",http://www.danhechttoyota.com,Effingham,IL,Effingham County,NA,http://www.danhechttoyota.com/VehicleSearchResults?search=new,NA
62526,Crown Toyota,"255 W. Pershing Road, Decatur, Illinois 62526",http://www.crowntoyota-scion.com,Decatur,IL,Macon County,NA,http://www.crowntoyota-scion.com/VehicleSearchResults?search=new,NA
62707,Green Toyota,"3901 West Wabash, Springfield, Illinois 62707",http://www.greentoyota.com,Springfield,IL,Sangamon County,NA,http://www.greentoyota.com/new-inventory/index.htm,NA
62864,Tyler Toyota,"100 South 45th Street, Mt Vernon, Illinois 62864",http://www.tylertoyota.net,Mount Vernon,IL,Jefferson County,NA,NA,NA
62959,Marion Toyota,"3300 W. Deyoung St., Marion, Illinois 62959",http://www.mariontoyota.com,Marion,IL,Williamson County,NA,http://www.mariontoyota.com/new-inventory/index.htm,NA
63011,Jay Wolfe Toyota of West County,"14700 Manchester Road, Ballwin, Missouri 63011",http://www.toyotaofwestcounty.com,Ballwin,MO,St. Louis County,NA,http://toyotaofwestcounty.com/new-inventory/index.htm,NA
63042,Clay Cooley Toyota of Hazelwood,"9091 Dunn Road, Hazelwood, Missouri 63042",http://www.claycooleytoyota.com,Hazelwood,MO,St. Louis County,NA,http://www.claycooleytoyota.com/new-inventory/index.htm,NA
63048,Twin City Toyota,"301 Autumn Ridge Drive, Herculaneum, Missouri 63048",http://www.twincitytoyota.com,Herculaneum,MO,Jefferson County,NA,http://www.twincitytoyota.com/inventory/view/New/,NA
63090,Straatmann Toyota,"215 George Hildner Drive, Washington, Missouri 63090",http://www.straatmanntoyota.com,Washington,MO,Franklin County,NA,http://straatmanntoyota.com/Washington-Missouri/For-Sale/New/,NA
63109,Jerry Ackerman Toyota,"3636 S. Kings Highway, St. Louis, Missouri 63109",http://www.ackermantoyota.com,Saint Louis,MO,St. Louis city,NA,http://www.ackermantoyota.com/new-toyota-camry-st-louis-mo,NA
63122,Lou Fusz Toyota,"10725 Manchester Road, Kirkwood, Missouri 63122",http://www.fusztoyota.com,Saint Louis,MO,St. Louis County,NA,http://www.fusztoyota.com/searchnew.aspx,NA
63128,John Weiss' Toyota of South County,"11771 Tesson Ferry Road, St. Louis, Missouri 63128",http://www.weisstoyota.com,Saint Louis,MO,St. Louis County,NA,http://www.weisstoyota.com/new-toyota-camry-south-county-mo,NA
63141,Seeger Toyota,"12833 Olive Street Road, Creve Coeur, Missouri 63141",http://www.seegertoyota.com,Saint Louis,MO,St. Louis County,NA,http://www.seegertoyota.com/VehicleSearchResults?search=new,NA
63376,Tom Pappas Toyota,"10011 Spencer Road, St Peters, Missouri 63376",http://www.pappastoyota.com,Saint Peters,MO,St. Charles County,NA,http://www.pappastoyota.com/new-inventory/index.htm,NA
63501,Kirksville Toyota,"3607 N. Baltimore Street, Kirksville, Missouri 63501",http://www.kirksvilletoyota.com,Kirksville,MO,Adair County,NA,http://www.kirksvilletoyota.com/VehicleSearchResults?search=new,NA
63701,Coad Toyota,"357 Siemers Drive, Cape Girardeau, Missouri 63701",http://www.coadtoyota.com,Cape Girardeau,MO,Cape Girardeau County,NA,http://coadtoyota.com/Cape-Girardeau-MO/For-Sale/New/,NA
