Name,Adress,Zipcode,City,GeoLatitude,GeoLongtitude,Website
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1109,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1109,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1109,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1111,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1111,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1111,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1111,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1115,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1115,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1115,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1115,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1116,Longmeadow,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1116,Longmeadow,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1116,Longmeadow,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1116,Longmeadow,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1118,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1118,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1118,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1118,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1119,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1119,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1119,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1119,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1128,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1128,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1128,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1128,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1129,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1129,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1129,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
